UPC,PAIS,COMPETIDOR,ESTATUS
79650000143,CR,AVENIDA 10,EXISTENTE
79650000172,CR,AVENIDA 10,EXISTENTE
79650000205,CR,AVENIDA 10,EXISTENTE
79650000219,CR,AVENIDA 10,EXISTENTE
79650000220,CR,AVENIDA 10,EXISTENTE
79650000247,CR,AVENIDA 10,EXISTENTE
79650000275,CR,AVENIDA 10,EXISTENTE
79650000341,CR,AVENIDA 10,EXISTENTE
79650000342,CR,AVENIDA 10,EXISTENTE
79650000343,CR,AVENIDA 10,EXISTENTE
79650000346,CR,AVENIDA 10,EXISTENTE
79650000356,CR,AVENIDA 10,EXISTENTE
79650000357,CR,AVENIDA 10,EXISTENTE
79650000359,CR,AVENIDA 10,EXISTENTE
80327500052,CR,AVENIDA 10,EXISTENTE
80327530091,CR,AVENIDA 10,EXISTENTE
80327530092,CR,AVENIDA 10,EXISTENTE
80327530537,CR,AVENIDA 10,EXISTENTE
80327530551,CR,AVENIDA 10,EXISTENTE
80327530559,CR,AVENIDA 10,EXISTENTE
80327530560,CR,AVENIDA 10,EXISTENTE
80624611042,CR,AVENIDA 10,EXISTENTE
80624611044,CR,AVENIDA 10,EXISTENTE
81060702170,CR,AVENIDA 10,EXISTENTE
83677800021,CR,AVENIDA 10,EXISTENTE
83677800131,CR,AVENIDA 10,EXISTENTE
83677800319,CR,AVENIDA 10,EXISTENTE
83677800447,CR,AVENIDA 10,EXISTENTE
85624800028,CR,AVENIDA 10,EXISTENTE
85624800050,CR,AVENIDA 10,EXISTENTE
87361700377,CR,AVENIDA 10,EXISTENTE
87361700436,CR,AVENIDA 10,EXISTENTE
87361700468,CR,AVENIDA 10,EXISTENTE
87361700715,CR,AVENIDA 10,EXISTENTE
87361700716,CR,AVENIDA 10,EXISTENTE
87361700813,CR,AVENIDA 10,EXISTENTE
87361700840,CR,AVENIDA 10,EXISTENTE
89359400211,CR,AVENIDA 10,EXISTENTE
261061000000,CR,AVENIDA 10,EXISTENTE
261101000000,CR,AVENIDA 10,EXISTENTE
261102000000,CR,AVENIDA 10,EXISTENTE
261122000000,CR,AVENIDA 10,EXISTENTE
261324000000,CR,AVENIDA 10,EXISTENTE
261325000000,CR,AVENIDA 10,EXISTENTE
261332000000,CR,AVENIDA 10,EXISTENTE
261334000000,CR,AVENIDA 10,EXISTENTE
261346000000,CR,AVENIDA 10,EXISTENTE
261349000000,CR,AVENIDA 10,EXISTENTE
261351000000,CR,AVENIDA 10,EXISTENTE
261374000000,CR,AVENIDA 10,EXISTENTE
261383000000,CR,AVENIDA 10,EXISTENTE
261622000000,CR,AVENIDA 10,EXISTENTE
261623000000,CR,AVENIDA 10,EXISTENTE
261624000000,CR,AVENIDA 10,EXISTENTE
261643000000,CR,AVENIDA 10,EXISTENTE
261645000000,CR,AVENIDA 10,EXISTENTE
261647000000,CR,AVENIDA 10,EXISTENTE
261657000000,CR,AVENIDA 10,EXISTENTE
261675000000,CR,AVENIDA 10,EXISTENTE
261694000000,CR,AVENIDA 10,EXISTENTE
261703000000,CR,AVENIDA 10,EXISTENTE
261708000000,CR,AVENIDA 10,EXISTENTE
261713000000,CR,AVENIDA 10,EXISTENTE
261729000000,CR,AVENIDA 10,EXISTENTE
261758000000,CR,AVENIDA 10,EXISTENTE
261768000000,CR,AVENIDA 10,EXISTENTE
261831000000,CR,AVENIDA 10,EXISTENTE
261877000000,CR,AVENIDA 10,EXISTENTE
261916000000,CR,AVENIDA 10,EXISTENTE
261929000000,CR,AVENIDA 10,EXISTENTE
262047000000,CR,AVENIDA 10,EXISTENTE
262430000000,CR,AVENIDA 10,EXISTENTE
265552000000,CR,AVENIDA 10,EXISTENTE
265553000000,CR,AVENIDA 10,EXISTENTE
267027000000,CR,AVENIDA 10,EXISTENTE
267028000000,CR,AVENIDA 10,EXISTENTE
268656000000,CR,AVENIDA 10,EXISTENTE
269026000000,CR,AVENIDA 10,EXISTENTE
269066000000,CR,AVENIDA 10,EXISTENTE
269154000000,CR,AVENIDA 10,EXISTENTE
269214000000,CR,AVENIDA 10,EXISTENTE
269239000000,CR,AVENIDA 10,EXISTENTE
269241000000,CR,AVENIDA 10,EXISTENTE
269242000000,CR,AVENIDA 10,EXISTENTE
269243000000,CR,AVENIDA 10,EXISTENTE
269244000000,CR,AVENIDA 10,EXISTENTE
269256000000,CR,AVENIDA 10,EXISTENTE
269603000000,CR,AVENIDA 10,EXISTENTE
269622000000,CR,AVENIDA 10,EXISTENTE
269623000000,CR,AVENIDA 10,EXISTENTE
269808000000,CR,AVENIDA 10,EXISTENTE
301426001444,CR,AVENIDA 10,EXISTENTE
301426084680,CR,AVENIDA 10,EXISTENTE
304514028080,CR,AVENIDA 10,EXISTENTE
400580830576,CR,AVENIDA 10,EXISTENTE
400580863064,CR,AVENIDA 10,EXISTENTE
400580863066,CR,AVENIDA 10,EXISTENTE
400580866379,CR,AVENIDA 10,EXISTENTE
400580882967,CR,AVENIDA 10,EXISTENTE
400580883731,CR,AVENIDA 10,EXISTENTE
400590003664,CR,AVENIDA 10,EXISTENTE
400590003671,CR,AVENIDA 10,EXISTENTE
400590003674,CR,AVENIDA 10,EXISTENTE
400590008108,CR,AVENIDA 10,EXISTENTE
400590037645,CR,AVENIDA 10,EXISTENTE
400590049570,CR,AVENIDA 10,EXISTENTE
400590051586,CR,AVENIDA 10,EXISTENTE
400590051588,CR,AVENIDA 10,EXISTENTE
400590051593,CR,AVENIDA 10,EXISTENTE
400590061897,CR,AVENIDA 10,EXISTENTE
400590061898,CR,AVENIDA 10,EXISTENTE
400590095150,CR,AVENIDA 10,EXISTENTE
400600003563,CR,AVENIDA 10,EXISTENTE
400600008793,CR,AVENIDA 10,EXISTENTE
400600016951,CR,AVENIDA 10,EXISTENTE
400600016954,CR,AVENIDA 10,EXISTENTE
400800557002,CR,AVENIDA 10,EXISTENTE
400871370275,CR,AVENIDA 10,EXISTENTE
421020133471,CR,AVENIDA 10,EXISTENTE
421020133477,CR,AVENIDA 10,EXISTENTE
539152305406,CR,AVENIDA 10,EXISTENTE
539152305407,CR,AVENIDA 10,EXISTENTE
541022814475,CR,AVENIDA 10,EXISTENTE
692224470145,CR,AVENIDA 10,EXISTENTE
740100161417,CR,AVENIDA 10,EXISTENTE
740100167889,CR,AVENIDA 10,EXISTENTE
740100167950,CR,AVENIDA 10,EXISTENTE
740100167960,CR,AVENIDA 10,EXISTENTE
740100167968,CR,AVENIDA 10,EXISTENTE
740100167975,CR,AVENIDA 10,EXISTENTE
740100168201,CR,AVENIDA 10,EXISTENTE
740100168360,CR,AVENIDA 10,EXISTENTE
740100168657,CR,AVENIDA 10,EXISTENTE
740100422117,CR,AVENIDA 10,EXISTENTE
740100610337,CR,AVENIDA 10,EXISTENTE
740100610338,CR,AVENIDA 10,EXISTENTE
740106817999,CR,AVENIDA 10,EXISTENTE
740400180001,CR,AVENIDA 10,EXISTENTE
740613100205,CR,AVENIDA 10,EXISTENTE
740613100686,CR,AVENIDA 10,EXISTENTE
740613100799,CR,AVENIDA 10,EXISTENTE
740617101774,CR,AVENIDA 10,EXISTENTE
740617101890,CR,AVENIDA 10,EXISTENTE
740617102684,CR,AVENIDA 10,EXISTENTE
740617102691,CR,AVENIDA 10,EXISTENTE
740617102998,CR,AVENIDA 10,EXISTENTE
740617103457,CR,AVENIDA 10,EXISTENTE
740617103685,CR,AVENIDA 10,EXISTENTE
740617103687,CR,AVENIDA 10,EXISTENTE
741003139202,CR,AVENIDA 10,EXISTENTE
741003139216,CR,AVENIDA 10,EXISTENTE
741003139238,CR,AVENIDA 10,EXISTENTE
741003139289,CR,AVENIDA 10,EXISTENTE
741003139290,CR,AVENIDA 10,EXISTENTE
741003139291,CR,AVENIDA 10,EXISTENTE
741003139309,CR,AVENIDA 10,EXISTENTE
741003139357,CR,AVENIDA 10,EXISTENTE
741003139371,CR,AVENIDA 10,EXISTENTE
741003139453,CR,AVENIDA 10,EXISTENTE
741003139463,CR,AVENIDA 10,EXISTENTE
741003139465,CR,AVENIDA 10,EXISTENTE
741003139466,CR,AVENIDA 10,EXISTENTE
741003139708,CR,AVENIDA 10,EXISTENTE
741003139709,CR,AVENIDA 10,EXISTENTE
741100022204,CR,AVENIDA 10,EXISTENTE
741100030962,CR,AVENIDA 10,EXISTENTE
741100030967,CR,AVENIDA 10,EXISTENTE
741100031393,CR,AVENIDA 10,EXISTENTE
741100031394,CR,AVENIDA 10,EXISTENTE
741100031395,CR,AVENIDA 10,EXISTENTE
741100031396,CR,AVENIDA 10,EXISTENTE
741100031397,CR,AVENIDA 10,EXISTENTE
741100031399,CR,AVENIDA 10,EXISTENTE
741100031400,CR,AVENIDA 10,EXISTENTE
741100031403,CR,AVENIDA 10,EXISTENTE
741100031404,CR,AVENIDA 10,EXISTENTE
741100031454,CR,AVENIDA 10,EXISTENTE
741100031535,CR,AVENIDA 10,EXISTENTE
741100032056,CR,AVENIDA 10,EXISTENTE
741100032786,CR,AVENIDA 10,EXISTENTE
741100032838,CR,AVENIDA 10,EXISTENTE
741100032921,CR,AVENIDA 10,EXISTENTE
741100032963,CR,AVENIDA 10,EXISTENTE
741100032964,CR,AVENIDA 10,EXISTENTE
741100032965,CR,AVENIDA 10,EXISTENTE
741100032966,CR,AVENIDA 10,EXISTENTE
741100032991,CR,AVENIDA 10,EXISTENTE
741100032996,CR,AVENIDA 10,EXISTENTE
741100034127,CR,AVENIDA 10,EXISTENTE
741100034296,CR,AVENIDA 10,EXISTENTE
741100034429,CR,AVENIDA 10,EXISTENTE
741100034477,CR,AVENIDA 10,EXISTENTE
741100034482,CR,AVENIDA 10,EXISTENTE
741100034483,CR,AVENIDA 10,EXISTENTE
741100034484,CR,AVENIDA 10,EXISTENTE
741100034485,CR,AVENIDA 10,EXISTENTE
741100034490,CR,AVENIDA 10,EXISTENTE
741100034502,CR,AVENIDA 10,EXISTENTE
741100034773,CR,AVENIDA 10,EXISTENTE
741100035324,CR,AVENIDA 10,EXISTENTE
741100035593,CR,AVENIDA 10,EXISTENTE
741100035595,CR,AVENIDA 10,EXISTENTE
741100035596,CR,AVENIDA 10,EXISTENTE
741100035622,CR,AVENIDA 10,EXISTENTE
741100035693,CR,AVENIDA 10,EXISTENTE
741100035826,CR,AVENIDA 10,EXISTENTE
741100035926,CR,AVENIDA 10,EXISTENTE
741100035961,CR,AVENIDA 10,EXISTENTE
741100035978,CR,AVENIDA 10,EXISTENTE
741100035993,CR,AVENIDA 10,EXISTENTE
741100035994,CR,AVENIDA 10,EXISTENTE
741100035995,CR,AVENIDA 10,EXISTENTE
741100035999,CR,AVENIDA 10,EXISTENTE
741100036000,CR,AVENIDA 10,EXISTENTE
741100036001,CR,AVENIDA 10,EXISTENTE
741100036002,CR,AVENIDA 10,EXISTENTE
741100036006,CR,AVENIDA 10,EXISTENTE
741100036007,CR,AVENIDA 10,EXISTENTE
741100036008,CR,AVENIDA 10,EXISTENTE
741100036009,CR,AVENIDA 10,EXISTENTE
741100036381,CR,AVENIDA 10,EXISTENTE
741100037350,CR,AVENIDA 10,EXISTENTE
741100038300,CR,AVENIDA 10,EXISTENTE
741100038353,CR,AVENIDA 10,EXISTENTE
741100038390,CR,AVENIDA 10,EXISTENTE
741100038460,CR,AVENIDA 10,EXISTENTE
741100038599,CR,AVENIDA 10,EXISTENTE
741100038623,CR,AVENIDA 10,EXISTENTE
741100039430,CR,AVENIDA 10,EXISTENTE
741490246564,CR,AVENIDA 10,EXISTENTE
741490246572,CR,AVENIDA 10,EXISTENTE
742337290021,CR,AVENIDA 10,EXISTENTE
742337290189,CR,AVENIDA 10,EXISTENTE
742337290191,CR,AVENIDA 10,EXISTENTE
742337290193,CR,AVENIDA 10,EXISTENTE
742337290404,CR,AVENIDA 10,EXISTENTE
742337290406,CR,AVENIDA 10,EXISTENTE
742337290408,CR,AVENIDA 10,EXISTENTE
742337290411,CR,AVENIDA 10,EXISTENTE
742337290468,CR,AVENIDA 10,EXISTENTE
743100250713,CR,AVENIDA 10,EXISTENTE
744100031203,CR,AVENIDA 10,EXISTENTE
744100031204,CR,AVENIDA 10,EXISTENTE
744100031207,CR,AVENIDA 10,EXISTENTE
744100031208,CR,AVENIDA 10,EXISTENTE
744100031310,CR,AVENIDA 10,EXISTENTE
744100031312,CR,AVENIDA 10,EXISTENTE
744100036011,CR,AVENIDA 10,EXISTENTE
744100036035,CR,AVENIDA 10,EXISTENTE
744100036181,CR,AVENIDA 10,EXISTENTE
744100037033,CR,AVENIDA 10,EXISTENTE
744100037161,CR,AVENIDA 10,EXISTENTE
744100037163,CR,AVENIDA 10,EXISTENTE
744100037221,CR,AVENIDA 10,EXISTENTE
744100037223,CR,AVENIDA 10,EXISTENTE
744100037264,CR,AVENIDA 10,EXISTENTE
744100037265,CR,AVENIDA 10,EXISTENTE
744100040583,CR,AVENIDA 10,EXISTENTE
744100040605,CR,AVENIDA 10,EXISTENTE
744100040607,CR,AVENIDA 10,EXISTENTE
744100040608,CR,AVENIDA 10,EXISTENTE
744100040621,CR,AVENIDA 10,EXISTENTE
744100040709,CR,AVENIDA 10,EXISTENTE
744100040747,CR,AVENIDA 10,EXISTENTE
744100040771,CR,AVENIDA 10,EXISTENTE
744100040906,CR,AVENIDA 10,EXISTENTE
744100040907,CR,AVENIDA 10,EXISTENTE
744100041073,CR,AVENIDA 10,EXISTENTE
744100041101,CR,AVENIDA 10,EXISTENTE
744100041141,CR,AVENIDA 10,EXISTENTE
744100050019,CR,AVENIDA 10,EXISTENTE
744100050239,CR,AVENIDA 10,EXISTENTE
744100050445,CR,AVENIDA 10,EXISTENTE
744100060104,CR,AVENIDA 10,EXISTENTE
744100063503,CR,AVENIDA 10,EXISTENTE
744100070022,CR,AVENIDA 10,EXISTENTE
744100070158,CR,AVENIDA 10,EXISTENTE
744100070167,CR,AVENIDA 10,EXISTENTE
744100070184,CR,AVENIDA 10,EXISTENTE
744100070290,CR,AVENIDA 10,EXISTENTE
744100070402,CR,AVENIDA 10,EXISTENTE
744100070415,CR,AVENIDA 10,EXISTENTE
744100070553,CR,AVENIDA 10,EXISTENTE
744100070798,CR,AVENIDA 10,EXISTENTE
744100070810,CR,AVENIDA 10,EXISTENTE
744100070874,CR,AVENIDA 10,EXISTENTE
744100071160,CR,AVENIDA 10,EXISTENTE
744100071198,CR,AVENIDA 10,EXISTENTE
744100071236,CR,AVENIDA 10,EXISTENTE
744100071237,CR,AVENIDA 10,EXISTENTE
744100071281,CR,AVENIDA 10,EXISTENTE
744100071383,CR,AVENIDA 10,EXISTENTE
744100071497,CR,AVENIDA 10,EXISTENTE
744100071967,CR,AVENIDA 10,EXISTENTE
744100071968,CR,AVENIDA 10,EXISTENTE
744100072155,CR,AVENIDA 10,EXISTENTE
744100072376,CR,AVENIDA 10,EXISTENTE
744100072403,CR,AVENIDA 10,EXISTENTE
744100072404,CR,AVENIDA 10,EXISTENTE
744100072426,CR,AVENIDA 10,EXISTENTE
744100072436,CR,AVENIDA 10,EXISTENTE
744100072524,CR,AVENIDA 10,EXISTENTE
744100072553,CR,AVENIDA 10,EXISTENTE
744100072574,CR,AVENIDA 10,EXISTENTE
744100072626,CR,AVENIDA 10,EXISTENTE
744100072684,CR,AVENIDA 10,EXISTENTE
744100072762,CR,AVENIDA 10,EXISTENTE
744100072763,CR,AVENIDA 10,EXISTENTE
744100072764,CR,AVENIDA 10,EXISTENTE
744100100105,CR,AVENIDA 10,EXISTENTE
744100100123,CR,AVENIDA 10,EXISTENTE
744100100262,CR,AVENIDA 10,EXISTENTE
744100100287,CR,AVENIDA 10,EXISTENTE
744100100288,CR,AVENIDA 10,EXISTENTE
744100100289,CR,AVENIDA 10,EXISTENTE
744100100484,CR,AVENIDA 10,EXISTENTE
744100100486,CR,AVENIDA 10,EXISTENTE
744100100521,CR,AVENIDA 10,EXISTENTE
744100100596,CR,AVENIDA 10,EXISTENTE
744100100917,CR,AVENIDA 10,EXISTENTE
744100100918,CR,AVENIDA 10,EXISTENTE
744100101021,CR,AVENIDA 10,EXISTENTE
744100101906,CR,AVENIDA 10,EXISTENTE
744100102006,CR,AVENIDA 10,EXISTENTE
744100102125,CR,AVENIDA 10,EXISTENTE
744100130021,CR,AVENIDA 10,EXISTENTE
744100130022,CR,AVENIDA 10,EXISTENTE
744100130024,CR,AVENIDA 10,EXISTENTE
744100130242,CR,AVENIDA 10,EXISTENTE
744100130243,CR,AVENIDA 10,EXISTENTE
744100130246,CR,AVENIDA 10,EXISTENTE
744100130253,CR,AVENIDA 10,EXISTENTE
744100130254,CR,AVENIDA 10,EXISTENTE
744100130765,CR,AVENIDA 10,EXISTENTE
744100132615,CR,AVENIDA 10,EXISTENTE
744100132675,CR,AVENIDA 10,EXISTENTE
744100160002,CR,AVENIDA 10,EXISTENTE
744100160003,CR,AVENIDA 10,EXISTENTE
744100160058,CR,AVENIDA 10,EXISTENTE
744100160100,CR,AVENIDA 10,EXISTENTE
744100160105,CR,AVENIDA 10,EXISTENTE
744100160106,CR,AVENIDA 10,EXISTENTE
744100160107,CR,AVENIDA 10,EXISTENTE
744100160111,CR,AVENIDA 10,EXISTENTE
744100160113,CR,AVENIDA 10,EXISTENTE
744100160115,CR,AVENIDA 10,EXISTENTE
744100160138,CR,AVENIDA 10,EXISTENTE
744100160145,CR,AVENIDA 10,EXISTENTE
744100160175,CR,AVENIDA 10,EXISTENTE
744100160178,CR,AVENIDA 10,EXISTENTE
744100160181,CR,AVENIDA 10,EXISTENTE
744100160204,CR,AVENIDA 10,EXISTENTE
744100160212,CR,AVENIDA 10,EXISTENTE
744100160223,CR,AVENIDA 10,EXISTENTE
744100160224,CR,AVENIDA 10,EXISTENTE
744100160264,CR,AVENIDA 10,EXISTENTE
744100160276,CR,AVENIDA 10,EXISTENTE
744100160277,CR,AVENIDA 10,EXISTENTE
744100160278,CR,AVENIDA 10,EXISTENTE
744100160416,CR,AVENIDA 10,EXISTENTE
744100160420,CR,AVENIDA 10,EXISTENTE
744100160421,CR,AVENIDA 10,EXISTENTE
744100160444,CR,AVENIDA 10,EXISTENTE
744100160449,CR,AVENIDA 10,EXISTENTE
744100160450,CR,AVENIDA 10,EXISTENTE
744100160467,CR,AVENIDA 10,EXISTENTE
744100160498,CR,AVENIDA 10,EXISTENTE
744100160499,CR,AVENIDA 10,EXISTENTE
744100160501,CR,AVENIDA 10,EXISTENTE
744100160504,CR,AVENIDA 10,EXISTENTE
744100160538,CR,AVENIDA 10,EXISTENTE
744100160590,CR,AVENIDA 10,EXISTENTE
744100160654,CR,AVENIDA 10,EXISTENTE
744100160669,CR,AVENIDA 10,EXISTENTE
744100160736,CR,AVENIDA 10,EXISTENTE
744100160737,CR,AVENIDA 10,EXISTENTE
744100160738,CR,AVENIDA 10,EXISTENTE
744100160739,CR,AVENIDA 10,EXISTENTE
744100160785,CR,AVENIDA 10,EXISTENTE
744100160805,CR,AVENIDA 10,EXISTENTE
744100160818,CR,AVENIDA 10,EXISTENTE
744100160831,CR,AVENIDA 10,EXISTENTE
744100160872,CR,AVENIDA 10,EXISTENTE
744100160902,CR,AVENIDA 10,EXISTENTE
744100160905,CR,AVENIDA 10,EXISTENTE
744100160939,CR,AVENIDA 10,EXISTENTE
744100160941,CR,AVENIDA 10,EXISTENTE
744100160946,CR,AVENIDA 10,EXISTENTE
744100160948,CR,AVENIDA 10,EXISTENTE
744100160949,CR,AVENIDA 10,EXISTENTE
744100160950,CR,AVENIDA 10,EXISTENTE
744100160953,CR,AVENIDA 10,EXISTENTE
744100160954,CR,AVENIDA 10,EXISTENTE
744100160959,CR,AVENIDA 10,EXISTENTE
744100160961,CR,AVENIDA 10,EXISTENTE
744100160962,CR,AVENIDA 10,EXISTENTE
744100160963,CR,AVENIDA 10,EXISTENTE
744100160964,CR,AVENIDA 10,EXISTENTE
744100160966,CR,AVENIDA 10,EXISTENTE
744100160967,CR,AVENIDA 10,EXISTENTE
744100161028,CR,AVENIDA 10,EXISTENTE
744100161029,CR,AVENIDA 10,EXISTENTE
744100161049,CR,AVENIDA 10,EXISTENTE
744100161050,CR,AVENIDA 10,EXISTENTE
744100161051,CR,AVENIDA 10,EXISTENTE
744100161053,CR,AVENIDA 10,EXISTENTE
744100161055,CR,AVENIDA 10,EXISTENTE
744100161066,CR,AVENIDA 10,EXISTENTE
744100161068,CR,AVENIDA 10,EXISTENTE
744100161095,CR,AVENIDA 10,EXISTENTE
744100161097,CR,AVENIDA 10,EXISTENTE
744100161139,CR,AVENIDA 10,EXISTENTE
744100161148,CR,AVENIDA 10,EXISTENTE
744100161149,CR,AVENIDA 10,EXISTENTE
744100161150,CR,AVENIDA 10,EXISTENTE
744100161152,CR,AVENIDA 10,EXISTENTE
744100161206,CR,AVENIDA 10,EXISTENTE
744100161251,CR,AVENIDA 10,EXISTENTE
744100161252,CR,AVENIDA 10,EXISTENTE
744100161297,CR,AVENIDA 10,EXISTENTE
744100161396,CR,AVENIDA 10,EXISTENTE
744100161441,CR,AVENIDA 10,EXISTENTE
744100161567,CR,AVENIDA 10,EXISTENTE
744100161578,CR,AVENIDA 10,EXISTENTE
744100161609,CR,AVENIDA 10,EXISTENTE
744100161613,CR,AVENIDA 10,EXISTENTE
744100161638,CR,AVENIDA 10,EXISTENTE
744100161650,CR,AVENIDA 10,EXISTENTE
744100161664,CR,AVENIDA 10,EXISTENTE
744100161671,CR,AVENIDA 10,EXISTENTE
744100161677,CR,AVENIDA 10,EXISTENTE
744100161757,CR,AVENIDA 10,EXISTENTE
744100161820,CR,AVENIDA 10,EXISTENTE
744100161868,CR,AVENIDA 10,EXISTENTE
744100161896,CR,AVENIDA 10,EXISTENTE
744100161967,CR,AVENIDA 10,EXISTENTE
744100162003,CR,AVENIDA 10,EXISTENTE
744100162006,CR,AVENIDA 10,EXISTENTE
744100162026,CR,AVENIDA 10,EXISTENTE
744100162027,CR,AVENIDA 10,EXISTENTE
744100162030,CR,AVENIDA 10,EXISTENTE
744100162035,CR,AVENIDA 10,EXISTENTE
744100162037,CR,AVENIDA 10,EXISTENTE
744100162048,CR,AVENIDA 10,EXISTENTE
744100162185,CR,AVENIDA 10,EXISTENTE
744100162197,CR,AVENIDA 10,EXISTENTE
744100162243,CR,AVENIDA 10,EXISTENTE
744100162328,CR,AVENIDA 10,EXISTENTE
744100162375,CR,AVENIDA 10,EXISTENTE
744100162538,CR,AVENIDA 10,EXISTENTE
744100162614,CR,AVENIDA 10,EXISTENTE
744100162760,CR,AVENIDA 10,EXISTENTE
744100162800,CR,AVENIDA 10,EXISTENTE
744100162840,CR,AVENIDA 10,EXISTENTE
744100162923,CR,AVENIDA 10,EXISTENTE
744100162971,CR,AVENIDA 10,EXISTENTE
744100162999,CR,AVENIDA 10,EXISTENTE
744100163000,CR,AVENIDA 10,EXISTENTE
744100163089,CR,AVENIDA 10,EXISTENTE
744100163090,CR,AVENIDA 10,EXISTENTE
744100163119,CR,AVENIDA 10,EXISTENTE
744100163126,CR,AVENIDA 10,EXISTENTE
744100163140,CR,AVENIDA 10,EXISTENTE
744100163150,CR,AVENIDA 10,EXISTENTE
744100163260,CR,AVENIDA 10,EXISTENTE
744100163270,CR,AVENIDA 10,EXISTENTE
744100163288,CR,AVENIDA 10,EXISTENTE
744100163398,CR,AVENIDA 10,EXISTENTE
744100163406,CR,AVENIDA 10,EXISTENTE
744100163560,CR,AVENIDA 10,EXISTENTE
744100163563,CR,AVENIDA 10,EXISTENTE
744100163631,CR,AVENIDA 10,EXISTENTE
744100163726,CR,AVENIDA 10,EXISTENTE
744100163745,CR,AVENIDA 10,EXISTENTE
744100163788,CR,AVENIDA 10,EXISTENTE
744100163858,CR,AVENIDA 10,EXISTENTE
744100163977,CR,AVENIDA 10,EXISTENTE
744100163994,CR,AVENIDA 10,EXISTENTE
744100164122,CR,AVENIDA 10,EXISTENTE
744100164231,CR,AVENIDA 10,EXISTENTE
744100164232,CR,AVENIDA 10,EXISTENTE
744100164327,CR,AVENIDA 10,EXISTENTE
744100164340,CR,AVENIDA 10,EXISTENTE
744100164414,CR,AVENIDA 10,EXISTENTE
744100164415,CR,AVENIDA 10,EXISTENTE
744100164416,CR,AVENIDA 10,EXISTENTE
744100164417,CR,AVENIDA 10,EXISTENTE
744100164519,CR,AVENIDA 10,EXISTENTE
744100164520,CR,AVENIDA 10,EXISTENTE
744100164521,CR,AVENIDA 10,EXISTENTE
744100164693,CR,AVENIDA 10,EXISTENTE
744100164727,CR,AVENIDA 10,EXISTENTE
744100169864,CR,AVENIDA 10,EXISTENTE
744100178122,CR,AVENIDA 10,EXISTENTE
744100200076,CR,AVENIDA 10,EXISTENTE
744100200420,CR,AVENIDA 10,EXISTENTE
744100201378,CR,AVENIDA 10,EXISTENTE
744100201389,CR,AVENIDA 10,EXISTENTE
744100242801,CR,AVENIDA 10,EXISTENTE
744100242802,CR,AVENIDA 10,EXISTENTE
744100243201,CR,AVENIDA 10,EXISTENTE
744100243204,CR,AVENIDA 10,EXISTENTE
744100243205,CR,AVENIDA 10,EXISTENTE
744100243501,CR,AVENIDA 10,EXISTENTE
744100260003,CR,AVENIDA 10,EXISTENTE
744100260005,CR,AVENIDA 10,EXISTENTE
744100260100,CR,AVENIDA 10,EXISTENTE
744100260101,CR,AVENIDA 10,EXISTENTE
744100260104,CR,AVENIDA 10,EXISTENTE
744100263776,CR,AVENIDA 10,EXISTENTE
744100263777,CR,AVENIDA 10,EXISTENTE
744100263778,CR,AVENIDA 10,EXISTENTE
744100263820,CR,AVENIDA 10,EXISTENTE
744100263821,CR,AVENIDA 10,EXISTENTE
744100263822,CR,AVENIDA 10,EXISTENTE
744100263823,CR,AVENIDA 10,EXISTENTE
744100263824,CR,AVENIDA 10,EXISTENTE
744100263907,CR,AVENIDA 10,EXISTENTE
744100263918,CR,AVENIDA 10,EXISTENTE
744100263922,CR,AVENIDA 10,EXISTENTE
744100264012,CR,AVENIDA 10,EXISTENTE
744100264270,CR,AVENIDA 10,EXISTENTE
744100264522,CR,AVENIDA 10,EXISTENTE
744100264831,CR,AVENIDA 10,EXISTENTE
744100264861,CR,AVENIDA 10,EXISTENTE
744100264862,CR,AVENIDA 10,EXISTENTE
744100264863,CR,AVENIDA 10,EXISTENTE
744100264888,CR,AVENIDA 10,EXISTENTE
744100264911,CR,AVENIDA 10,EXISTENTE
744100264924,CR,AVENIDA 10,EXISTENTE
744100264926,CR,AVENIDA 10,EXISTENTE
744100264927,CR,AVENIDA 10,EXISTENTE
744100264932,CR,AVENIDA 10,EXISTENTE
744100264933,CR,AVENIDA 10,EXISTENTE
744100264938,CR,AVENIDA 10,EXISTENTE
744100264960,CR,AVENIDA 10,EXISTENTE
744100265045,CR,AVENIDA 10,EXISTENTE
744100265123,CR,AVENIDA 10,EXISTENTE
744100265197,CR,AVENIDA 10,EXISTENTE
744100265261,CR,AVENIDA 10,EXISTENTE
744100265276,CR,AVENIDA 10,EXISTENTE
744100265299,CR,AVENIDA 10,EXISTENTE
744100265300,CR,AVENIDA 10,EXISTENTE
744100265301,CR,AVENIDA 10,EXISTENTE
744100265302,CR,AVENIDA 10,EXISTENTE
744100265303,CR,AVENIDA 10,EXISTENTE
744100265336,CR,AVENIDA 10,EXISTENTE
744100265337,CR,AVENIDA 10,EXISTENTE
744100265422,CR,AVENIDA 10,EXISTENTE
744100270042,CR,AVENIDA 10,EXISTENTE
744100270197,CR,AVENIDA 10,EXISTENTE
744100270214,CR,AVENIDA 10,EXISTENTE
744100270339,CR,AVENIDA 10,EXISTENTE
744100270633,CR,AVENIDA 10,EXISTENTE
744100270634,CR,AVENIDA 10,EXISTENTE
744100340009,CR,AVENIDA 10,EXISTENTE
744100340010,CR,AVENIDA 10,EXISTENTE
744100340020,CR,AVENIDA 10,EXISTENTE
744100350015,CR,AVENIDA 10,EXISTENTE
